»ç¾÷Àå¸í,Æó¾÷ÀÏÀÚ,ÁÂÇ¥X,ÁÂÇ¥Y,µ¥ÀÌÅÍ°»½Å½ÃÁ¡,µ¥ÀÌÅÍ°»½Å±¸ºÐ,»ó¼¼¿µ¾÷»óÅÂÄÚµå,»ó¼¼¿µ¾÷»óÅÂ¸í,ÃÖÁ¾¼öÁ¤½ÃÁ¡,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÀÎÇã°¡ÀÏÀÚ,¼ÒÀçÁö¿ìÆí¹øÈ£,Áö¹øÁÖ¼Ò,°ü¸®¹øÈ£,°³¹æÀÚÄ¡´ÜÃ¼ÄÚµå,µµ·Î¸íÁÖ¼Ò,µµ·Î¸í¿ìÆí¹øÈ£,¿µ¾÷»óÅÂ±¸ºÐÄÚµå,¿µ¾÷»óÅÂ¸í,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,¼ÒÀçÁöÀüÈ­¹øÈ£,ÃÑ±Ô¸ð
(ÁÖ)¹ÌÁÖ¾ÆÀÌÅ×Å©,2015-03-23,206876.365178488,454489.444469716,2026-04-26 22:32:09,I,03,Æó¾÷,2015-03-23 10:21:59,,2010-11-30,131-823,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ*µ¿ ***¹øÁö **È£ Ã·´ã¾ÆÆ®ºô ***È£,PHMG120103060034047000065,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***°¡±æ **, ***È£ (¸é¸ñµ¿, Ã·´ã¾ÆÆ®ºô)",,03,Æó¾÷,,,02220017979,66
ÀÌÅ¥µ§Å»,2009-02-03,,,2026-04-26 22:31:59,I,03,Æó¾÷,2009-07-27 09:13:24,,2006-09-11,131-852,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ ***-**, ±â¸²ºôµù ***È£",PHMG120063060034047000020,3060000,,,03,Æó¾÷,,,02-3296-2275,
(ÁÖ)Áö¿¡½º¸®Å×ÀÏ GS25 ¼º´ë¾çÇöÁ¡,2015-04-01,199480.872005434,454123.120311234,2026-04-26 22:32:16,I,03,Æó¾÷,2015-04-01 15:35:54,,2014-11-07,110-811,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ *¹øÁö **È£ ***È£,PHMG120143000034047000069,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*±æ *, ***È£ (¸í·û*°¡)",,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç µð½ÃÁ¨,,197567.849954354,452567.159554494,2026-04-26 22:32:25,I,13,¿µ¾÷Áß,2024-10-23 17:45:14,,2019-11-04,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àû¼±µ¿ ** Àû¼±Çö´ëºôµù,PHMG120193000034047000057,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »çÁ÷·Î ***, Àû¼±Çö´ëºôµù ***,***,***È£ (Àû¼±µ¿)",03170,01,¿µ¾÷/Á¤»ó,,,02-3675-7885,
¸Þ°¡µ§Å»,2013-11-15,208585.651427424,455884.764050862,2026-04-26 22:31:59,I,03,Æó¾÷,2013-11-29 14:47:22,,2006-11-16,131-868,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»*µ¿ ***-*, *Ãþ",PHMG120063060034047000025,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î**±æ **, *Ãþ (½Å³»µ¿)",,03,Æó¾÷,,,02-494-2804,
(ÁÖ)ÄÚ¼û,,197989.931061954,456763.878954987,2026-04-26 22:32:32,I,13,¿µ¾÷Áß,2023-02-23 14:29:42,,2022-04-26,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÆòÃ¢µ¿ ***-*,PHMG120223000034047000169,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÆòÃ¢±æ ***, *Ãþ (ÆòÃ¢µ¿)",03004,01,¿µ¾÷/Á¤»ó,,,070-4277-1830,24
ÀÌ¾Ø¿¤(E@L),2017-07-26,207163.791145804,454984.412728653,2026-04-26 22:32:16,I,24,Á÷±ÇÆó¾÷,2017-12-19 12:50:19,,2015-01-30,131-877,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö ***È£,PHMG120153060034047000006,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, ***È£ (ÁßÈ­µ¿)",02095,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,02-491-5882,
½Å¼­¿ïÀÇ·á±â,,200897.891483151,452182.699930424,2026-04-26 22:32:09,I,13,¿µ¾÷Áß,2024-08-08 10:37:57,,2010-07-23,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Åµ¿ ***-*,PHMG120103000034047000023,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***, *Ãþ (Ã¢½Åµ¿)",03106,01,¿µ¾÷/Á¤»ó,,,070-4145-9294,
¼¼ºìÀÏ·¹ºì Á¾·Î´ºÀÍ¼±Á¡,,199153.425066203,452459.177175342,2026-04-26 22:32:31,I,13,¿µ¾÷Áß,2022-07-14 17:34:46,,2022-07-13,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿Í·æµ¿ ** ¿ø±¤ºôµù *Ãþ,PHMG120223000034047000126,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·È­¹®·Î **, ¿ø±¤ºôµù *Ãþ (¿Í·æµ¿)",03134,01,¿µ¾÷/Á¤»ó,,,,
¾¾À¯¸é¸ñ»ç°¡Á¤Á¡,2016-05-09,207886.420575928,453337.006204504,2026-04-26 22:32:14,I,03,Æó¾÷,2016-05-09 14:56:25,,2014-10-28,131-202,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£,PHMG120143060034047000062,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**±æ ** (¸é¸ñµ¿),02210,03,Æó¾÷,,,02-2207-3570,
±×·¡¹Ì»õ·Ò,2012-02-23,208294.31154469,455843.287574845,2026-04-26 22:32:07,I,03,Æó¾÷,2012-02-25 13:51:11,,2010-07-14,131-132,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»*µ¿ ***¹øÁö *È£ Á¦»ó°¡µ¿ Á¦ÁöÇÏÃþ  *È£,PHMG120103060034047000045,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î **, *È£ (½Å³»µ¿, Á¦»ó°¡µ¿ Á¦ÁöÇÏÃþ)",,03,Æó¾÷,,,,25.39
º¸ÀÎÅë»ó,2010-04-08,207376.301198989,455573.345033101,2026-04-26 22:31:56,I,03,Æó¾÷,2010-04-08 14:29:48,,2001-04-09,131-875,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ **¹øÁö *È£,PHMG120013060034047000001,3060000,,,03,Æó¾÷,,,02-434-3051,33.67
(ÁÖ)¿¡Ä¡¿ÍÀÌ µ¿ºÎÁ¡,2024-11-26,207795.473862456,453483.413606548,2026-04-26 22:32:28,I,03,Æó¾÷,2024-11-26 13:09:06,,2022-03-30,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-**,PHMG120223060034047000095,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02210,03,Æó¾÷,,,02-496-8271,
ºÎ¿©ÀüÀÚ,,199509.962000656,451888.555001545,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-09-20 09:14:59,,2023-09-19,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ ***-* ¼¼¿î»ó°¡,PHMG120233000034047000055,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***, ¼¼¿î»ó°¡ °¡µ¿ *Ãþ ¶ó-***È£ (Àå»çµ¿)",03194,01,¿µ¾÷/Á¤»ó,,,02-2285-5873,
°í·ÁÀÇÈ¥&Áø¼º,2022-09-16,207757.111158722,453557.753875794,2026-04-26 22:32:24,I,24,Á÷±ÇÆó¾÷,2022-09-16 16:56:33,,2020-04-23,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£,PHMG120203060034047000022,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, *Ãþ *È£ (¸é¸ñµ¿)",02205,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,,
¾Æ¸£¶¼,,196460.409489043,455209.121732361,2026-04-26 22:32:36,I,13,¿µ¾÷Áß,2025-07-01 14:39:01,,2025-07-01,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È«Áöµ¿ ***-** ¼¼°ËÁ¤¾ÆÆ®¿ÀÇÇ½ºÅÚ,PHMG120253000034047000038,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÚÇÏ¹®·Î ***, ***È£ (È«Áöµ¿, ¼¼°ËÁ¤¾ÆÆ®¿ÀÇÇ½ºÅÚ)",03017,01,¿µ¾÷/Á¤»ó,,,,
¾¾À¯Áß¶ûÈ£¾ßÁ¡,2024-01-10,206465.321541553,454132.874160643,2026-04-26 22:32:27,I,03,Æó¾÷,2024-01-10 13:18:54,,2022-02-04,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-**,PHMG120223060034047000017,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î *, *Ãþ (¸é¸ñµ¿)",02127,03,Æó¾÷,,,,
(ÁÖ)±âÇÁÆ®ÄÚ¸®¾Æ,,198715.850567472,453015.939806197,2026-04-26 22:32:09,I,15,ÀüÃâ,2018-05-30 16:07:41,,2010-04-05,110-801,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿ ***¹øÁö **È£ ½Å¿µºôµù*Ãþ ***È£,PHMG120103000034047000008,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ºÏÃÌ·Î*±æ ** (°èµ¿,½Å¿µºôµù*Ãþ ***È£)",,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-764-9200,
¾¾À¯ ¸Á¿ìÀÇ¸®Á¡,2016-12-23,207963.162406561,455319.100648462,2026-04-26 22:32:14,I,03,Æó¾÷,2016-12-23 10:06:25,,2014-10-28,131-221,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö **È£,PHMG120143060034047000060,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀÁß¾Ó·Î*´Ù±æ ** (»óºÀµ¿),02081,03,Æó¾÷,,,070-4411-7948,
(ÁÖ)ºñÁö¿¡ÇÁ¸®Å×ÀÏ Á¾·Î½Ã»çÁ¡,2015-09-14,198600.297703408,451907.673521567,2026-04-26 22:32:17,I,03,Æó¾÷,2015-09-14 17:04:52,,2014-11-10,110-111,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °üÃ¶µ¿ **¹øÁö **È£ *Ãþ,PHMG120143000034047000082,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿ìÁ¤±¹·Î*±æ **, *Ãþ (°üÃ¶µ¿)",03189,03,Æó¾÷,,,,
°ÇÀÏ¹ÙÀÌ¿À,,207520.25127028,452919.351420943,2026-04-26 22:32:25,I,15,ÀüÃâ,2023-09-01 16:36:33,,2019-03-28,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-*,PHMG120203060034047000072,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, *Ãþ (¸é¸ñµ¿)",02239,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-2202-4477,90.72
ÁÖ½ÄÈ¸»ç ½ºÄß,,197595.161312175,452460.054621887,2026-04-26 22:32:23,I,15,ÀüÃâ,2022-12-06 16:58:38,,2017-07-26,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àû¼±µ¿ ***¹øÁö,PHMG120173000034047000043,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î*°¡±æ **, ***È£ (Àû¼±µ¿, ±¤È­¹®ÇÃ·¡Æ¼³Ñ)",03170,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-732-9718,
Á¾·ÎÀÇ¾È,,198758.72995572,451810.488000518,2026-04-26 22:32:00,I,13,¿µ¾÷Áß,2012-03-22 15:50:22,,2003-11-03,110-111,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °üÃ¶µ¿ **¹øÁö *È£ µ¿Èïºôµù ***È£,PHMG120033000034047000016,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ **, ***È£ (°üÃ¶µ¿, µ¿Èïºôµù)",03190,01,¿µ¾÷/Á¤»ó,,,02-738-7769,
¿ø½º(ONCE),,199923.283545709,452724.865213032,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-03-11 17:43:11,,2025-03-11,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬°Çµ¿ ***-*,PHMG120253000034047000014,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î**°¡±æ **-**, ÁöÇÏÃþ ***È£ (¿¬°Çµ¿)",03081,01,¿µ¾÷/Á¤»ó,,,,
¿À´Ã¹¹»çÁö,2018-12-31,208294.31154469,455843.287574845,2026-04-26 22:32:21,I,03,Æó¾÷,2018-12-31 13:01:16,,2018-04-26,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***¹øÁö ¼º¿ø¾ÆÆÄÆ® ***µ¿ ****È£,PHMG120183060034047000016,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î **, ***µ¿ ****È£ (½Å³»µ¿, ¼º¿ø¾ÆÆÄÆ®)",02076,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç ÇÑ±¹È÷Å¸Ä¡,,198351.818737482,451921.60302604,2026-04-26 22:32:20,I,13,¿µ¾÷Áß,2019-04-24 17:39:10,,2016-08-30,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼­¸°µ¿ **¹øÁö **Ãþ,PHMG120163000034047000058,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î **, **Ãþ (¼­¸°µ¿, ¿µÇ³ºôµù)",03188,01,¿µ¾÷/Á¤»ó,,,02-6322-8511,
±Â¸ð´×¸ÞµðÄ®,2019-02-26,207462.158544969,455354.185365746,2026-04-26 22:32:19,I,03,Æó¾÷,2019-02-28 15:04:07,,2017-03-03,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö *È£ ÁöÇÏ*Ãþ,PHMG120173060034047000011,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀÁß¾Ó·Î*±æ ** (ÁßÈ­µ¿, ÁöÇÏ*Ãþ)",02090,03,Æó¾÷,,,02-434-3051,
(ÁÖ)Á¦ÀÌ¿¡½º¾ØÄÄÆÛ´Ï,,197465.223921125,452366.613899898,2026-04-26 22:32:31,I,13,¿µ¾÷Áß,2022-07-07 16:48:49,,2022-07-07,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ ** °æÈñ±ÃÀÇ¾ÆÄ§ *´ÜÁö ***È£,PHMG120223000034047000115,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »çÁ÷·Î*±æ **, °æÈñ±ÃÀÇ¾ÆÄ§ *´ÜÁö ***È£ (³»¼öµ¿)",03174,01,¿µ¾÷/Á¤»ó,,,02-6263-3581,
MSºä,,206357.499358155,454877.365399198,2026-04-26 22:32:24,I,13,¿µ¾÷Áß,2025-03-14 16:46:40,,2020-01-14,,,PHMG120203060034047000004,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶û¿ª·Î*´Ù±æ ** (ÁßÈ­µ¿),02112,01,¿µ¾÷/Á¤»ó,,,02-9395-8958,
ÁÖ½ÄÈ¸»ç Áöµð¿¤,,198913.496136105,452416.170780139,2026-04-26 22:32:26,I,15,ÀüÃâ,2023-12-15 10:00:52,,2021-02-25,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³«¿øµ¿ **-* Á¾·Î¿ÀÇÇ½ºÅÚ ****È£,PHMG120213000034047000015,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î**±æ **, ****È£ (³«¿øµ¿, Á¾·Î¿ÀÇÇ½ºÅÚ)",03132,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
GS25¹¬µ¿ÇÏ´ÃÁ¡,2025-12-03,207082.358458149,457049.254148268,2026-04-26 22:32:27,I,03,Æó¾÷,2025-12-03 15:14:02,,2022-02-08,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ **-*,PHMG120223060034047000029,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¼÷¼±¿ËÁÖ·Î*±æ **, *Ãþ (¹¬µ¿)",02031,03,Æó¾÷,,,,
¾Æ¸®¶û¸¶ÄÏ,2016-07-08,201282.378349367,452249.643664396,2026-04-26 22:32:18,I,03,Æó¾÷,2016-07-08 14:57:46,,2015-07-08,110-841,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Åµ¿ ***¹øÁö *È£ ±ÝÈ£ÆÈ·¹½º ****È£,PHMG120153000034047000052,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î **, **Ãþ ****È£ (Ã¢½Åµ¿, ±ÝÈ£ÆÈ·¹½º)",03121,03,Æó¾÷,,,02-959-9975,
¿£Á©»è½º,2013-11-11,201273.887781838,452163.292543039,2026-04-26 22:32:13,I,03,Æó¾÷,2013-12-20 17:28:51,,2012-01-11,110-841,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Å*µ¿ ***¹øÁö **È£  ½´½´ºôµù *Ãþ,PHMG120123000034047000004,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î ** (Ã¢½Åµ¿, ½´½´ºôµù *Ãþ)",,03,Æó¾÷,,,070-4210-5210,
Áª¹ÙÀÌ¿À,2023-10-12,208607.023922745,455177.369240774,2026-04-26 22:32:28,I,03,Æó¾÷,2023-03-09 14:35:06,,2022-06-15,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-*,PHMG120223060034047000123,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î***±æ **, *Ãþ (¸Á¿ìµ¿)",02164,03,Æó¾÷,,,02-433-6410,
ºñ¿¡ÀÌÄ¡¿¤(ÁÖ),2024-06-18,207454.407452005,455579.914327116,2026-04-26 22:32:32,I,03,Æó¾÷,2024-06-18 15:42:18,,2022-10-25,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***-**,PHMG120223060034047000214,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î **, *Ãþ (ÁßÈ­µ¿)",02048,03,Æó¾÷,,,,
¼¼ºìÀÏ·¹ºì ¸é¸ñ±¤ÀåÁ¡,2020-09-23,207562.458844463,454002.437933163,2026-04-26 22:32:17,I,03,Æó¾÷,2020-09-23 10:41:20,,2016-04-25,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿,PHMG120163060034047000021,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î ***-* (¸é¸ñµ¿),02146,03,Æó¾÷,,,,
´º¶óÀÌÇÁ,,196519.116484177,452184.708830833,2026-04-26 22:32:29,I,13,¿µ¾÷Áß,2022-04-18 13:59:30,,2022-04-15,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ±³ºÏµ¿ **-* ºÎ±Íºôµù ÁöÇÏ*Ãþ,PHMG120223000034047000090,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼Û¿ù±æ ***, ºÎ±Íºôµù ÁöÇÏ*Ãþ (±³ºÏµ¿)",03165,01,¿µ¾÷/Á¤»ó,,,,
¸Þµð½¼,,197465.223921125,452366.613899898,2026-04-26 22:32:33,I,15,ÀüÃâ,2024-04-29 11:20:50,,2023-09-15,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ ** °æÈñ±ÃÀÇ¾ÆÄ§ *´ÜÁö,PHMG120233000034047000052,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »çÁ÷·Î*±æ **, °æÈñ±ÃÀÇ¾ÆÄ§ *´ÜÁö **Ãþ ****È£ (³»¼öµ¿)",03174,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
¸®ÁîÆÄ¸¶,,197487.974635557,452991.418902843,2026-04-26 22:32:16,I,13,¿µ¾÷Áß,2014-09-24 09:31:41,,2014-05-23,110-040,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÅëÀÇµ¿ **¹øÁö **È£ *Ãþ,PHMG120143000034047000027,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÚÇÏ¹®·Î**±æ **, *Ãþ (ÅëÀÇµ¿)",03044,01,¿µ¾÷/Á¤»ó,,,02-6258-1212,
CU¼º±Õ°ü´ë°æ¿µ°üÁ¡,2025-05-02,199242.8370807,454009.5047516,2026-04-26 22:32:32,I,03,Æó¾÷,2025-05-02 17:58:47,,2022-07-14,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ **-** ¼º±Õ°ü´ëÇÐ±³ °æ¿µ°ü ÁöÇÏ*Ãþ,PHMG120223000034047000141,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼º±Õ°ü·Î **-*, ¼º±Õ°ü´ëÇÐ±³ °æ¿µ°ü ÁöÇÏ*Ãþ (¸í·û*°¡)",03063,03,Æó¾÷,,,,
¾¾½ºÆäÀÌ½º ÆíÀÇÁ¡ ºÀÀÍÁ¡,2023-06-23,199316.292376668,452197.540143506,2026-04-26 22:32:29,I,03,Æó¾÷,2023-06-23 15:17:09,,2022-02-23,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ºÀÀÍµ¿ ***-* ¿µµ¿ºôµù,PHMG120223000034047000072,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·È­¹®·Î*³ª±æ **, ¿µµ¿ºôµù *Ãþ (ºÀÀÍµ¿)",03138,03,Æó¾÷,,,,
´º¶óÀÎ,2016-02-23,200257.061566929,452233.907627057,2026-04-26 22:32:05,I,24,Á÷±ÇÆó¾÷,2016-02-23 18:15:16,,2007-12-28,110-850,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È¿Á¦µ¿ ***¹øÁö ÀÚÀÎºôµù ***È£,PHMG120073000034047000041,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ **, ***È£ (È¿Á¦µ¿,ÀÚÀÎºôµù)",,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,02-2277-8851,
¿¡½º¿¥Å×Å©,,201949.65163583,452677.676438417,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2024-07-03 16:26:37,,2024-07-03,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ **** Áß¾Óºôµù,PHMG120243000034047000030,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ º¸¹®·Î*±æ *, Áß¾Óºôµù *Ãþ ***È£ (¼þÀÎµ¿)",03111,01,¿µ¾÷/Á¤»ó,,,,
¿õÁø½ÄÇ°ÁÖ½ÄÈ¸»ç,2010-05-12,,,2026-04-26 22:32:05,I,03,Æó¾÷,2010-05-19 09:37:29,,2007-12-12,110-789,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ * Á¾·ÎÅ¸¿ö *Ãþ,PHMG120073000034047000040,3000000,,,03,Æó¾÷,,,02-3668-9187,
(ÁÖ)ºñÁö¿¡ÇÁ¸®Å×ÀÏ »ï¼ºº´¿ø2,2017-11-14,197111.969637621,451776.44366444,2026-04-26 22:32:18,I,03,Æó¾÷,2017-11-14 17:45:23,,2015-03-30,110-746,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Æòµ¿ ***¹øÁö *È£ °­ºÏ»ï¼ºº´¿ø º¸¿µºôµùµ¿ ÁöÇÏ*ÃþÈ£,PHMG120153000034047000018,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î **, º¸¿µºôµùµ¿ ÁöÇÏ*Ãþ (Æòµ¿, °­ºÏ»ï¼ºº´¿ø )",03181,03,Æó¾÷,,,,
±æ¹þ »çÈ¸ÀûÇùµ¿Á¶ÇÕ,,208215.309352704,454296.43536491,2026-04-26 22:32:36,I,13,¿µ¾÷Áß,2025-11-07 14:37:04,,2025-11-07,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-* SK½ÅÀÏÁÖÀ¯¼Ò,PHMG120253060034047000068,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ·Î **, SK½ÅÀÏÁÖÀ¯¼Ò *Ãþ (¸Á¿ìµ¿)",02175,01,¿µ¾÷/Á¤»ó,,,070-5208-8882,
Áß¶ûÇÏ³ªÇùµ¿Á¶ÇÕ,,207617.179168072,454085.603460975,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-06-07 08:59:43,,2023-06-05,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-** ·Ôµ¥¸®¾Æ,PHMG120233060034047000061,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, ·Ôµ¥¸®¾Æ *Ãþ (¸é¸ñµ¿)",02146,01,¿µ¾÷/Á¤»ó,,,,
ÀººûÇàº¹°¡°Ô,2015-05-21,198801.798889451,452389.427877756,2026-04-26 22:32:10,I,03,Æó¾÷,2015-05-21 16:50:50,,2010-11-12,110-310,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °æ¿îµ¿ **¹øÁö *È£,PHMG120103000034047000046,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î *** (°æ¿îµ¿),,03,Æó¾÷,,,02-739-9505,
½ÅÁö»ó»ç,2011-07-13,,,2026-04-26 22:32:01,I,03,Æó¾÷,2011-07-13 17:53:45,,2004-10-02,110-521,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·ûµ¿*°¡ **-* *Ãþ,PHMG120043000034047000026,3000000,,,03,Æó¾÷,,,02-745-2600,
Çö´ëÀÇ·á±â,2009-03-16,,,2026-04-26 22:31:58,I,03,Æó¾÷,2009-07-08 10:23:45,,2006-02-23,131-853,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ ***-*,PHMG120063060034047000006,3060000,,,03,Æó¾÷,,,02-974-7711,
